﻿지하철역ID,지하철호선ID,지하철역명,지하철영문명,이전지하철역ID,다음지하철역ID,우편번호,기본주소,상세주소,전화번호,팩스번호,플랫폼구분,하차문구분,내부횡단여부,화장실내외부,환승호선수,운영기관,장애인시설설치여부,환승주차장설치여부,자전거보관소설치여부,지하철역X좌표,지하철역Y좌표,토피스역ID,연계역번호,지하철역코드,지하철노선이미지상단X좌표,지하철노선이미지상단Y좌표,급행정차여부(0:미정차/1:상행정차/2:하행정차/3:양방향정차)
﻿1009000914,﻿1009,﻿국회의사당,﻿National Assembly Station,﻿1009000913,﻿1009000915,﻿150010,﻿서울특별시 영등포구 여의도동,﻿17-1,﻿02-2656-0914,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿192733.1512,﻿447646.1993,﻿291367,﻿914,﻿914,﻿1007,﻿998,﻿0
﻿1009000915,﻿1009,﻿여의도,﻿Yeouido Station,﻿1009000914,﻿1009000916,﻿150010,﻿서울특별시 영등포구 여의도동,﻿3,﻿02-2656-0915,﻿,﻿,﻿,﻿,﻿,﻿2,﻿메트로9,﻿,﻿,﻿,﻿193301.6251,﻿446923.1247,﻿291179,﻿915,﻿915,﻿1045,﻿1021,﻿3
﻿1009000916,﻿1009,﻿샛강,﻿Saetgang Station,﻿1009000915,﻿1009000917,﻿150010,﻿서울특별시 영등포구 여의도동,﻿56,﻿02-2656-0916,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿193713.1583,﻿446383.0676,﻿291366,﻿916,﻿916,﻿1102,﻿1084,﻿0
﻿1009000917,﻿1009,﻿노량진,﻿Noryangjin Station,﻿1009000916,﻿1009000918,﻿156050,﻿서울특별시 동작구 노량진동,﻿44-1,﻿02-2656-0917,﻿,﻿,﻿,﻿,﻿,﻿2,﻿메트로9,﻿,﻿,﻿,﻿194772.1457,﻿446018.7968,﻿291195,﻿917,﻿917,﻿1135,﻿1119,﻿3
﻿1009000918,﻿1009,﻿노들,﻿Nodeul,﻿1009000917,﻿1009000919,﻿156812,﻿서울특별시 동작구 본동,﻿148,﻿02-2656-0918,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿195840.4,﻿445934.0,﻿291365,﻿918,﻿918,﻿1172,﻿1164,﻿0
﻿1009000919,﻿1009,﻿흑석,﻿Heukseok,﻿1009000918,﻿1009000920,﻿156070,﻿서울특별시 동작구 흑석동,﻿115-1,﻿02-2656-0919,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿196775.2485,﻿445528.6594,﻿291356,﻿919,﻿919,﻿1204,﻿1200,﻿0
﻿1009000920,﻿1009,﻿동작,﻿Dongjak,﻿1009000919,﻿1009000921,﻿156080,﻿서울특별시 동작구 동작동,﻿121-5,﻿02-2656-0920,﻿,﻿,﻿,﻿,﻿,﻿2,﻿메트로9,﻿,﻿,﻿,﻿198059.3,﻿444834.0,﻿291213,﻿920,﻿920,﻿1278,﻿1207,﻿3
﻿1009000921,﻿1009,﻿구반포,﻿Gubanpo,﻿1009000920,﻿1009000922,﻿137049,﻿서울특별시 서초구 반포본동,﻿1053,﻿02-2656-0921,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿198885.2251,﻿444674.9911,﻿291364,﻿921,﻿921,﻿1340,﻿1206,﻿0
﻿1009000922,﻿1009,﻿신반포,﻿Sinbanpo,﻿1009000921,﻿1009000923,﻿137040,﻿서울특별시 서초구 반포동,﻿14-1,﻿02-2656-0922,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿199647.924,﻿444903.5731,﻿291363,﻿922,﻿922,﻿1399,﻿1206,﻿0
﻿1009000923,﻿1009,﻿고속터미널,﻿Express Bus Terminal,﻿1009000922,﻿1009000924,﻿137041,﻿서울특별시 서초구 반포1동,﻿162,﻿02-2656-0923,﻿,﻿,﻿,﻿,﻿,﻿3,﻿메트로9,﻿,﻿,﻿,﻿200368.7788,﻿445175.6159,﻿291209,﻿923,﻿923,﻿1471,﻿1208,﻿3
﻿1009000924,﻿1009,﻿사평,﻿Sapyeong,﻿1009000923,﻿1009000925,﻿137040,﻿서울특별시 서초구 반포동,﻿30,﻿02-2656-0924,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿201274.2,﻿445008.8,﻿291360,﻿924,﻿924,﻿1522,﻿1206,﻿0
﻿1009000925,﻿1009,﻿신논현,﻿Sinnonhyeon,﻿1009000924,﻿1009000926,﻿135010,﻿서울특별시 강남구 논현동,﻿800,﻿02-2656-0925,﻿,﻿,﻿,﻿,﻿,﻿1,﻿메트로9,﻿,﻿,﻿,﻿202223.4024,﻿445028.2017,﻿291358,﻿925,﻿925,﻿1570,﻿1206,﻿3
﻿1007000721,﻿1007,﻿면목,﻿Myeonmok,﻿1007000720,﻿1007000722,﻿131200,﻿서울특별시 중랑구 면목동,﻿120,﻿02-6311-7211,﻿433-0512,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿207740.5096,﻿454330.312,﻿291057,﻿721,﻿13,﻿1893,﻿677,﻿0
﻿1007000722,﻿1007,﻿사가정,﻿Sagajeong,﻿1007000721,﻿1007000723,﻿131831,﻿서울특별시 중랑구 면목3동,﻿496,﻿02-6311-7221,﻿432-5677,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿207819.7137,﻿453478.7677,﻿291064,﻿722,﻿14,﻿1893,﻿720,﻿0
﻿1007000723,﻿1007,﻿용마산,﻿Yongmasan,﻿1007000722,﻿1007000724,﻿131204,﻿서울특별시 중랑구 면목4동,﻿산76-1,﻿02-6311-7231,﻿491-2433,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿207609.8895,﻿452637.4822,﻿291075,﻿723,﻿15,﻿1893,﻿761,﻿0
﻿1007000724,﻿1007,﻿중곡,﻿Junggok,﻿1007000723,﻿1007000725,﻿143220,﻿서울특별시 광진구 중곡동,﻿167,﻿02-6311-7241,﻿3409-2345,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿207417.6379,﻿451760.7299,﻿291090,﻿724,﻿16,﻿1893,﻿804,﻿0
﻿1001000142,﻿1001,﻿구일,﻿Guil,﻿1001000141,﻿1001000143,﻿152051,﻿서울특별시 구로구 구로1동,﻿642-7,﻿02-865-6190,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿188465.307,﻿444087.589,﻿291224,﻿142,﻿80,﻿756,﻿1206,﻿0
﻿1001000143,﻿1001,﻿개봉,﻿Gaebong,﻿1001000142,﻿1001000144,﻿152099,﻿서울특별시 구로구 개봉본동,﻿415,﻿02-2639-3297,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿187535.7597,﻿443894.2173,﻿291228,﻿143,﻿81,﻿718,﻿1206,﻿0
﻿1001000144,﻿1001,﻿오류동,﻿Oryu-dong,﻿1001000143,﻿1001000145,﻿152101,﻿서울특별시 구로구 오류1동,﻿66,﻿02-2639-3417,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿186169.0577,﻿443861.9184,﻿291229,﻿144,﻿82,﻿679,﻿1206,﻿0
﻿1001000145,﻿1001,﻿온수,﻿Onsu,﻿1001000144,﻿1001000146,﻿152120,﻿서울특별시 구로구 온수동,﻿51-7,﻿02-2639-3461,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿184198.4397,﻿443562.858,﻿291235,﻿145,﻿83,﻿631,﻿1206,﻿0
﻿1001000146,﻿1001,﻿역곡,﻿Yeokgok,﻿1001000145,﻿1001000147,﻿420100,﻿경기도 부천시 원미구 역곡동,﻿230,﻿02-2639-3434,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿183358.0641,﻿442898.0156,﻿291253,﻿146,﻿84,﻿581,﻿1206,﻿3
﻿1001000147,﻿1001,﻿소사,﻿Sosa station,﻿1001000146,﻿1001000148,﻿422232,﻿경기도 부천시 소사구 소사본2동,﻿51,﻿02-2639-3242,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿181876.703,﻿442620.6471,﻿291261,﻿147,﻿85,﻿531,﻿1227,﻿0
﻿1001000148,﻿1001,﻿부천,﻿Bucheon Station,﻿1001000147,﻿1001000149,﻿422240,﻿경기도 부천시 소사구 심곡본동,﻿316-2,﻿032-665-7775,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿180776.6119,﻿442767.4115,﻿291258,﻿148,﻿86,﻿495,﻿1262,﻿3
﻿1001000149,﻿1001,﻿중동,﻿Jungdong station,﻿1001000148,﻿1001000150,﻿422040,﻿경기도 부천시 소사구 송내동,﻿632,﻿032-666-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿179132.0333,﻿443072.9862,﻿291247,﻿149,﻿87,﻿460,﻿1298,﻿0
﻿1001000150,﻿1001,﻿송내,﻿Songnae station,﻿1001000149,﻿1001000151,﻿422040,﻿경기도 부천시 소사구 송내동,﻿632-4,﻿032-662-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿178132.9732,﻿443176.4512,﻿291241,﻿150,﻿88,﻿425,﻿1335,﻿3
﻿1001000151,﻿1001,﻿부개,﻿Bugae Station,﻿1001000150,﻿1001000152,﻿403100,﻿인천광역시 부평구 부개동,﻿468,﻿032-517-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿177054.5371,﻿443271.5136,﻿291239,﻿151,﻿89,﻿390,﻿1371,﻿0
﻿1001000152,﻿1001,﻿부평,﻿Bupyeong Station,﻿1001000151,﻿1001000153,﻿403010,﻿인천광역시 부평구 부평동,﻿534-1,﻿032-528-1439,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿175651.0643,﻿443391.211,﻿291238,﻿152,﻿90,﻿360,﻿1400,﻿3
﻿1001000153,﻿1001,﻿백운,﻿Baegun Station,﻿1001000152,﻿1001000154,﻿403849,﻿인천광역시 부평구 심정동,﻿539,﻿032-524-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿174104.2081,﻿442699.5577,﻿291256,﻿153,﻿91,﻿328,﻿1432,﻿0
﻿1001000154,﻿1001,﻿동암,﻿Dongamn Station,﻿1001000153,﻿1001000155,﻿403132,﻿인천광역시 부평구 십정2동,﻿474-1,﻿032-421-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿173718.2549,﻿441353.0443,﻿291273,﻿154,﻿92,﻿300,﻿1463,﻿3
﻿1001000155,﻿1001,﻿간석,﻿Ganseok Station,﻿1001000154,﻿1001000156,﻿405234,﻿인천광역시 남동구 간석4동,﻿,﻿032-427-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿172878.6739,﻿440640.7302,﻿291281,﻿155,﻿93,﻿276,﻿1512,﻿0
﻿1001000156,﻿1001,﻿주안,﻿Juan,﻿1001000155,﻿1001000157,﻿402200,﻿인천광역시 남구 주안동,﻿125,﻿032-865-7787,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿171738.9597,﻿440677.3749,﻿291280,﻿156,﻿94,﻿276,﻿1557,﻿3
﻿1001000157,﻿1001,﻿도화,﻿Dohwa Station,﻿1001000156,﻿1001000158,﻿402061,﻿인천광역시 남구 도화1동,﻿,﻿032-863-1464,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿170659.1722,﻿440806.4615,﻿291343,﻿157,﻿99,﻿276,﻿1596,﻿0
﻿1001000158,﻿1001,﻿제물포,﻿Jemulpo,﻿1001000157,﻿1001000159,﻿402061,﻿인천광역시 남구 도화1동,﻿649-9,﻿032-883-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿169635.4722,﻿440890.7954,﻿291278,﻿158,﻿95,﻿276,﻿1638,﻿0
﻿1001000159,﻿1001,﻿도원,﻿Dowon Station,﻿1001000158,﻿1001000160,﻿401050,﻿인천광역시 동구 금창동,﻿179-1,﻿032-773-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿168365.6346,﻿441110.9071,﻿291275,﻿159,﻿96,﻿292,﻿1681,﻿0
﻿1001000160,﻿1001,﻿동인천,﻿Dongincheon Station,﻿1001000159,﻿1001000161,﻿400180,﻿인천광역시 중구 인현동,﻿1-1,﻿032-772-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿167500.9877,﻿441841.7667,﻿291271,﻿160,﻿97,﻿338,﻿1699,﻿3
﻿1001000161,﻿1001,﻿인천,﻿Incheon Station,﻿1001000160,﻿1001000161,﻿400201,﻿인천광역시 중구 북성동1가,﻿3,﻿032-772-0784,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿166092.3024,﻿441939.1814,﻿291270,﻿161,﻿98,﻿395,﻿1699,﻿0
﻿1001075410,﻿1001,﻿광명,﻿Gwangmyeong,﻿1001080141,﻿1001075410,﻿423700,﻿경기도 광명시 일직동,﻿267-2,﻿02-899-9270,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿189879.5,﻿435331.3,﻿,﻿K410,﻿69,﻿907,﻿1377,﻿0
﻿1001080142,﻿1001,﻿가산디지털단지,﻿Gasan Digital Complex Station,﻿1001000141,﻿1001080143,﻿153023,﻿서울특별시 금천구 가산동,﻿464-4,﻿02-2639-3332,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿189599.6688,﻿442423.9709,﻿291260,﻿P142,﻿7,﻿794,﻿1297,﻿3
﻿1001000101,﻿1001,﻿동두천,﻿Dongducheon Station,﻿1001000100,﻿1001000102,﻿483080,﻿경기도 동두천시 동두천동,﻿245-3,﻿031-862-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204824.737,﻿492006.4241,﻿,﻿101,﻿189,﻿581,﻿250,﻿3
﻿1001000102,﻿1001,﻿보산,﻿Bosna,﻿1001000101,﻿1001000103,﻿483060,﻿경기도 동두천시 보산동,﻿422,﻿031-866-4987,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿205021.9647,﻿490533.9431,﻿,﻿102,﻿188,﻿650,﻿250,﻿0
﻿1001000103,﻿1001,﻿동두천중앙,﻿Dongducheonjungang,﻿1001000102,﻿1001000104,﻿483032,﻿경기도 동두천시 생연2동,﻿688,﻿031-865-2788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204967.7474,﻿489106.9743,﻿,﻿103,﻿187,﻿720,﻿250,﻿3
﻿1001000104,﻿1001,﻿지행,﻿jiheaeng,﻿1001000103,﻿1001000105,﻿483020,﻿경기도 동두천시 지행동,﻿,﻿031-828-3391,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204914.1407,﻿488082.7877,﻿,﻿104,﻿186,﻿787,﻿250,﻿0
﻿1001000105,﻿1001,﻿덕정,﻿Deokjeong Station,﻿1001000104,﻿1001000106,﻿482060,﻿경기도 양주시 덕정동,﻿,﻿031-858-2788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿205446.067,﻿482653.5202,﻿,﻿105,﻿185,﻿854,﻿250,﻿3
﻿1001000106,﻿1001,﻿덕계,﻿Deokgye,﻿1001000105,﻿1001000107,﻿482050,﻿경기도 양주시 덕계동,﻿267-1,﻿031-866-6792,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204942.8611,﻿479879.9865,﻿,﻿106,﻿184,﻿920,﻿250,﻿0
﻿1001000107,﻿1001,﻿양주,﻿Yangju,﻿1001000106,﻿1001000108,﻿482040,﻿경기도 양주시 남방동,﻿1,﻿031-828-3383,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿203948.0054,﻿474893.6035,﻿,﻿107,﻿183,﻿986,﻿250,﻿3
﻿1001000108,﻿1001,﻿녹양,﻿Nogyang,﻿1001000107,﻿1001000109,﻿480120,﻿경기도 의정부시 녹양동,﻿97-3,﻿031-828-3380,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿203724.6713,﻿473310.9602,﻿,﻿108,﻿182,﻿1054,﻿250,﻿0
﻿1001000109,﻿1001,﻿가능,﻿Ganeung Stationficeion,﻿1001000108,﻿1001000110,﻿480011,﻿경기도 의정부시 의정부1동,﻿205-23,﻿031-828-3249,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿203919.8,﻿472062.8,﻿291348,﻿109,﻿181,﻿1120,﻿250,﻿0
﻿1001000110,﻿1001,﻿의정부,﻿Uijeongbu Station,﻿1001000109,﻿1001000111,﻿480012,﻿경기도 의정부시 의정부2동,﻿168,﻿031-878-7788,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204060.3038,﻿471031.184,﻿291350,﻿110,﻿180,﻿1187,﻿250,﻿3
﻿1001000111,﻿1001,﻿회룡,﻿Hoeryong Station,﻿1001000110,﻿1001000112,﻿480020,﻿경기도 의정부시 호원동,﻿,﻿031-872-7744,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿204175.3823,﻿469420.451,﻿291352,﻿111,﻿179,﻿1254,﻿250,﻿3
﻿1007000730,﻿1007,﻿강남구청,﻿Gangnam-gu Office,﻿1007000729,﻿1007000731,﻿135092,﻿서울특별시 강남구 삼성2동,﻿1,﻿02-6311-7301,﻿,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿203651.0059,﻿446422.6502,﻿291188,﻿730,﻿22,﻿1672,﻿1104,﻿0
﻿1007000731,﻿1007,﻿학동,﻿Hak-dong,﻿1007000730,﻿1007000732,﻿135010,﻿서울특별시 강남구 논현동,﻿208,﻿02-6311-7311,﻿,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿202799.6683,﻿446092.223,﻿291194,﻿731,﻿23,﻿1628,﻿1104,﻿0
﻿1007000732,﻿1007,﻿논현,﻿Nonhyeon,﻿1007000731,﻿1007000733,﻿135011,﻿서울특별시 강남구 논현1동,﻿280,﻿02-6311-7321,﻿,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿201891.4458,﻿445746.1525,﻿291201,﻿732,﻿24,﻿1569,﻿1104,﻿0
﻿1007000733,﻿1007,﻿반포,﻿Banpo,﻿1007000732,﻿1007000734,﻿137030,﻿서울특별시 서초구 잠원동,﻿103,﻿02-6311-7331,﻿,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿201103.4238,﻿445447.6585,﻿291206,﻿733,﻿25,﻿1515,﻿1166,﻿0
﻿1007000734,﻿1007,﻿고속터미널,﻿Express Bus Terminal,﻿1007000733,﻿1007000735,﻿137041,﻿서울특별시 서초구 반포1동,﻿162,﻿02-6311-7341,﻿,﻿,﻿,﻿,﻿,﻿3,﻿도시철도,﻿,﻿,﻿,﻿200413.3,﻿444868.3,﻿291209,﻿734,﻿26,﻿1471,﻿1208,﻿0
﻿1007000735,﻿1007,﻿내방,﻿Naebang,﻿1007000734,﻿1007000736,﻿137060,﻿서울특별시 서초구 방배동,﻿874,﻿02-6311-7351,﻿,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿199381.0367,﻿443129.7746,﻿291243,﻿735,﻿27,﻿1406,﻿1281,﻿0
﻿1078330017,﻿1078,﻿주안국가산단,﻿Juan National Industrial Complex(Incheon Valley),﻿1078330016,﻿1078330018,﻿,﻿인천광역시 서구 가좌동 606-11,﻿,﻿032-451-4317,﻿032-451-4347,﻿,﻿,﻿,﻿,﻿1,﻿,﻿,﻿,﻿,﻿171831.62,﻿441711.442,﻿,﻿I217,﻿3217,﻿202,﻿1481,﻿0
﻿1078330018,﻿1078,﻿주안,﻿Juan,﻿1078330017,﻿1078330019,﻿,﻿인천광역시 남구 주안동 125,﻿,﻿032-451-4318,﻿032-451-4348,﻿,﻿,﻿,﻿,﻿3,﻿,﻿,﻿,﻿,﻿171607.644,﻿440687.552,﻿,﻿I218,﻿3218,﻿276,﻿1557,﻿0
﻿1004000412,﻿1004,﻿창동,﻿Chang-dong,﻿1004000411,﻿1004000413,﻿132045,﻿서울특별시 도봉구 창5동,﻿135,﻿02-6110-4121,﻿,﻿,﻿,﻿,﻿,﻿2,﻿서울메트로,﻿,﻿,﻿,﻿204203.2433,﻿461513.1429,﻿291013,﻿412,﻿3,﻿1654,﻿318,﻿0
﻿1004000413,﻿1004,﻿쌍문,﻿Ssangmun,﻿1004000412,﻿1004000414,﻿136120,﻿서울특별시 성북구 상월곡동,﻿26-1,﻿02-6110-4131,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿203049.4558,﻿460988.6541,﻿291017,﻿413,﻿4,﻿1619,﻿350,﻿0
﻿1004000414,﻿1004,﻿수유,﻿Suyu,﻿1004000413,﻿1004000415,﻿142073,﻿서울특별시 강북구 수유3동,﻿140,﻿02-6110-4141,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿202239.7877,﻿459806.8696,﻿291022,﻿414,﻿5,﻿1588,﻿381,﻿0
﻿1004000415,﻿1004,﻿미아,﻿Mia,﻿1004000414,﻿1004000416,﻿142812,﻿서울특별시 강북구 미아3동,﻿197-14,﻿02-6110-4151,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿202305.3376,﻿458556.5439,﻿291028,﻿415,﻿6,﻿1557,﻿413,﻿0
﻿1007000710,﻿1007,﻿도봉산,﻿Dobongsan,﻿1007000709,﻿1007000711,﻿132010,﻿서울특별시 도봉구 도봉동,﻿363,﻿02-6311-7101,﻿3492-5678,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿204102.3169,﻿465539.6107,﻿291002,﻿710,﻿2,﻿1395,﻿250,﻿0
﻿1007000711,﻿1007,﻿수락산,﻿Suraksan,﻿1007000710,﻿1007000712,﻿139201,﻿서울특별시 노원구 상계1동,﻿1132-9,﻿02-6311-7111,﻿930-0871,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿204886.8888,﻿464234.981,﻿291004,﻿711,﻿3,﻿1630,﻿199,﻿0
﻿1007000712,﻿1007,﻿마들,﻿Madeul Station,﻿1007000711,﻿1007000713,﻿139200,﻿서울특별시 노원구 상계동,﻿647,﻿02-6311-7121,﻿931-9851,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿205091.6723,﻿462841.009,﻿291009,﻿712,﻿4,﻿1735,﻿246,﻿0
﻿1007000713,﻿1007,﻿노원,﻿Nowon,﻿1007000712,﻿1007000714,﻿139202,﻿서울특별시 노원구 상계2동,﻿335,﻿02-6311-7131,﻿952-0765,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿205342.2963,﻿461689.8314,﻿291012,﻿713,﻿5,﻿1797,﻿318,﻿0
﻿1007000714,﻿1007,﻿중계,﻿Junggye,﻿1007000713,﻿1007000715,﻿139223,﻿서울특별시 노원구 중계3동,﻿512,﻿02-6311-7141,﻿978-7951,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿205672.2113,﻿460601.4495,﻿291019,﻿714,﻿6,﻿1828,﻿350,﻿0
﻿1007000715,﻿1007,﻿하계,﻿Hagye Station,﻿1007000714,﻿1007000716,﻿139873,﻿서울특별시 노원구 하계 1동,﻿280,﻿02-6311-7151,﻿977-3518,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿206003.1757,﻿459666.4785,﻿291024,﻿715,﻿7,﻿1851,﻿376,﻿0
﻿1007000716,﻿1007,﻿공릉(서울산업대입구),﻿Gongneung,﻿1007000715,﻿1007000717,﻿139801,﻿서울특별시 노원구 공릉1동,﻿395,﻿02-6311-7161,﻿977-0676,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿206446.9779,﻿458447.2796,﻿291029,﻿716,﻿8,﻿1876,﻿401,﻿0
﻿1007000717,﻿1007,﻿태릉입구,﻿Taereung,﻿1007000716,﻿1007000718,﻿139240,﻿서울특별시 노원구 공릉동,﻿680,﻿02-6311-7171,﻿975-5678,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿206655.2737,﻿457674.9683,﻿291033,﻿717,﻿9,﻿1893,﻿455,﻿0
﻿1007000718,﻿1007,﻿먹골,﻿Meokgol,﻿1007000717,﻿1007000719,﻿131140,﻿서울특별시 중랑구 묵동,﻿175-4,﻿02-6311-7181,﻿973-5204,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿206862.6277,﻿456839.0377,﻿291039,﻿718,﻿10,﻿1893,﻿512,﻿0
﻿1007000719,﻿1007,﻿중화,﻿Junghwa,﻿1007000718,﻿1007000720,﻿131120,﻿서울특별시 중랑구 중화동,﻿285,﻿02-6311-7191,﻿2207-5677,﻿,﻿,﻿,﻿,﻿1,﻿도시철도,﻿,﻿,﻿,﻿207008.7502,﻿455898.4459,﻿291046,﻿719,﻿11,﻿1893,﻿560,﻿0
﻿1007000720,﻿1007,﻿상봉,﻿Sangbong,﻿1007000719,﻿1007000721,﻿131220,﻿서울특별시 중랑구 상봉동,﻿115,﻿02-6311-7201,﻿435-2494,﻿,﻿,﻿,﻿,﻿3,﻿도시철도,﻿,﻿,﻿,﻿207578.7718,﻿455121.4287,﻿291051,﻿720,﻿12,﻿1893,﻿612,﻿0
﻿1007000736,﻿1007,﻿총신대입구(이수),﻿Chongshin Univ(Isu),﻿1007000735,﻿1007000737,﻿156090,﻿서울특별시 동작구 사당동,﻿144-4,﻿02-6311-7361,﻿,﻿,﻿,﻿,﻿,﻿2,﻿도시철도,﻿,﻿,﻿,﻿198319.0192,﻿442850.4481,﻿291240,﻿736,﻿28,﻿1278,﻿1280,﻿0
﻿1001080143,﻿1001,﻿독산,﻿Doksan,﻿1001080142,﻿1001080144,﻿153023,﻿서울특별시 금천구 가산동,﻿717,﻿02-2639-3229,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿190182.2967,﻿440773.3833,﻿291279,﻿P143,﻿19,﻿807,﻿1364,﻿0
﻿1004000416,﻿1004,﻿미아사거리,﻿Miasageori,﻿1004000415,﻿1004000417,﻿142809,﻿서울특별시 강북구 미아4동,﻿71-5,﻿02-6110-4161,﻿,﻿,﻿,﻿,﻿,﻿1,﻿서울메트로,﻿,﻿,﻿,﻿202664.8765,﻿457092.6278,﻿291037,﻿416,﻿7,﻿1525,﻿444,﻿0
